id,tweet,subtask_a,subtask_b,subtask_c
22130,"['far', 'right', 'bastards', 'literally', 'everywhere', 'luckily', 'far', 'left', 'extremists', 'like', 'antifa', 'jeremy', 'corbyn', 'supporters', 'act', 'counter', 'balance', 'url']",OFF,TIN,GRP
80604,"['liberals', 'believe', 'constitution', 'ultra', 'leftists']",NOT,,
78914,"['well', 'truly', 'thought', 'intruder', 'home', 'would', 'suppose', 'would', 'revert', 'police', 'training', 'sickens', 'media', 'hype', 'going', 'get', 'strictly', 'white', 'black', 'horrible', 'way', 'around']",NOT,,
40746,"['ben', 'terrible', 'person', 'probably', 'raped', 'people', 'vial', 'human', 'book', 'nothing', 'field', 'play', 'like', 'personally']",OFF,TIN,IND
33232,"['idiot', 'fuck', 'get', 'people']",OFF,TIN,IND
58585,"['honestly', 'ya', 'talk', 'opinions', 'gun', 'control', 'ppl', 'taken', 'aback', 'face_with_tears_of_joy']",NOT,,
19746,"['indie', 'noun', 'place', 'people', 'talented', 'working', 'hard', 'get', 'spot', 'opportunity', 'knock', 'everybody']",NOT,,
87017,"['breitbart', 'dead']",NOT,,
60348,"['legalized', 'federally', 'since', 'used', 'back', 'door', 'gun', 'control']",NOT,,
33670,"['start', 'tweeting', 'pussy', 'ass', 'shit']",OFF,TIN,IND
69506,"['asmr', 'eel', 'sushi', 'salmon', 'sushi', 'eating', 'sounds', 'big', 'bites', 'talking', 'yaya', 'asmr', 'url']",NOT,,
25199,"['ya', 'looks', 'like', 'lit', 'mma', 'accounts', 'weird']",NOT,,
46033,"['weak', 'really', 'beat', 'ass']",OFF,TIN,IND
61968,"['thanks', 'dbc', 'love', 'reading', 'books', 'heard', 'pretty', 'epic', 'looking', 'forward', 'finally', 'getting', 'read', 'soon']",NOT,,
76470,"['stopped', 'watching', 'football']",NOT,,
25820,"['stop_sign', 'ntknetwork', 'news', 'stop_sign', 'backhand_index_pointing_right', 'rnc', 'raised', 'million', 'midterms', 'maga', 'United_States', 'prolife', 'url']",NOT,,
12633,"['help', 'amazing']",NOT,,
77845,"['background', 'kept', 'wraps', 'chance', 'rabid', 'maga', 'cops', 'law', 'enforcement', 'entities', 'attempting', 'keep', 'quite', 'trouble', 'maga']",OFF,UNT,
40324,"['bird', 'ass', 'url']",OFF,TIN,IND
58462,"['know', 'great', 'job', 'california', 'maga', 'url']",NOT,,
54691,"['would', 'name', 'dogs', 'breed', 'fucking', 'clue']",OFF,TIN,IND
23182,"['liberals', 'care', 'anymore', 'democracy', 'burn', 'country', 'let', 'trump', 'govern', 'two', 'years', 'remember', 'objective', 'throw', 'trump', 'power', 'within', 'first', 'six', 'months']",NOT,,
32987,"['start', 'week', 'adults', 'krav', 'maga', 'classes', 'keep', 'awesome', 'work', 'guys', 'pleasure', 'see', 'old', 'faces', 'coming', 'back', 'training', 'many', 'utilising', 'new', 'timetable', 'oncoming_fist_light_skin_tone', 'oncoming_fist_light_skin_tone', 'see', 'class', 'elite', 'team']",NOT,,
30224,"['patriot', 'actively', 'try', 'disrupt', 'people', 'simply', 'lost', 'election', 'ever', 'patriotic', 'undermine', 'presidency', 'working', 'bring', 'prosperity', 'every', 'american']",NOT,,
81939,"['thought', 'liberals', 'got', 'rid', 'high', 'school', 'shop', 'class']",NOT,,
27255,"['say', 'desperate']",NOT,,
62953,"['many', 'arrests', 'taken', 'place', 'socialist', 'media', 'covering', 'course', 'coming', 'arrests', 'make', 'socialists', 'heads', 'explode', 'wwgwga', 'maga', 'drain', 'swamp', 'build', 'wall']",OFF,TIN,GRP
59895,"['least', 'brennan', 'smart', 'enough', 'recognize', 'trump', 'lion', 'smart', 'enough', 'know', 'hurt', 'trump', 'hurting', 'trump', 'idiot', 'fantasies']",OFF,TIN,IND
13692,"['holy', 'shit', 'people', 'say', 'nebraska', 'fan', 'please', 'take', 'dead', 'program', 'somewhere', 'else', 'keep', 'vcr', 'around', 'watch', 'highlights']",OFF,TIN,OTH
83076,"['explains', 'alien', 'lol']",NOT,,
32565,"['needs', 'speak', 'someone', 'anger', 'harboring', 'cause', 'made', 'explode', 'like', 'underlying', 'issues', 'lordt', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']",NOT,,
24384,"['mean', 'gun', 'control', 'defend']",NOT,,
23560,"['poor', 'godless', 'liberals']",OFF,TIN,IND
47280,"['think', 'found', 'less', 'well', 'educated', 'conservatives', 'inclined', 'accept', 'government', 'directive', 'face', 'value']",NOT,,
71667,"['good', 'dude', 'work']",NOT,,
55726,"['people', 'awake', 'projection', 'longer', 'tactic', 'liberals', 'successfully', 'use']",NOT,,
30033,"['look', 'cranky', 'url']",NOT,,
33064,"['good', 'conversation', 'many', 'condemnations', 'part', 'sides', 'matter', 'gun', 'control', 'discussion']",NOT,,
34120,"['correction', 'liberals', 'false', 'majority', 'backs', 'lot', 'close', 'races', 'emphasis', 'false', 'electoralreform']",NOT,,
25813,"['thanks', 'following', 'glad', 'connected']",NOT,,
30770,"['ggg', 'knows', 'going', 'knock', 'way', 'goes', 'judges']",NOT,,
49215,"['called', 'espionage', 'plan', 'site', 'help', 'bosses', 'moscow']",NOT,,
41561,"['following', 'patriots', 'please', 'follow', 'back', 'thank', 'maga', 'kag', 'walkaway', 'witchhunt', 'redwaverising', 'votered', 'votedemsout', 'voteredtosaveamerica']",NOT,,
19402,"['confused', 'one', 'liberals', 'running', 'loose', 'beaware', 'url']",NOT,,
69899,"['tyler', 'thursday', 'go', 'girls', 'think', 'tyler', 'believes', 'mastermind', 'needs', 'take', 'seat', 'angela', 'kaycee', 'win']",NOT,,
70810,"['bono', 'get', 'town']",NOT,,
79423,"['says', 'person', 'refused', 'idea', 'differant', 'views', 'things', 'really', 'product', 'us', 'system', 'us', 'antifa', 'lite', 'world', 'really', 'small']",NOT,,
65970,"['going', 'pull', 'crooked', 'letter', 'crooked', 'letter']",NOT,,
45485,"['man', 'tell', 'body', 'count', 'refused', 'woman', 'fuck']",OFF,TIN,IND
95617,"['dumbass', 'really', 'thinking', 'hell', 'pregnant', 'last', 'years', 'loudly_crying_face', 'loudly_crying_face']",OFF,TIN,GRP
39118,"['seen', 'antifa', 'disarming', 'people', 'open', 'carry', 'states', 'url']",NOT,,
93402,"['realize', 'fool', 'making', 'weird', 'obsession', 'susansarandon', 'maybe', 'research', 'b', 'spouting', 'nonsense']",OFF,TIN,IND
44744,"['yes', 'hate', 'groups', 'ill', 'defined', 'know', 'hate', 'groups', 'right', 'antifa', 'anywhere', 'near', 'level', 'modern', 'conservative', 'hate', 'groups', 'subjective', 'guess', 'neither', 'us', 'actually', 'make', 'valid', 'statement']",NOT,,
33776,"['would', 'three', 'offer', 'peoplesvote', 'brexit']",NOT,,
37449,"['exactly', 'ford', 'damn', 'pawn', 'baby', 'adults', 'america', 'aka', 'democrats', 'sheisaliar', 'lying_face', 'red_heart', 'conservatives', 'control', 'highest', 'court', 'years']",NOT,,
97658,"['liberals', 'today', 'r', 'different', 'classical', 'liberals', 'liberals', 'today', 'gone', 'far', 'left', 'r', 'marxists', 'burying', 'head', 'sand', 'think', 'neo', 'classical', 'libs', 'trump', 'authoritarian', 'people', 'say', 'want', 'killed']",OFF,TIN,IND
43705,"['antifa', 'wannabe', 'index_pointing_up', 'index_pointing_up', 'index_pointing_up', 'index_pointing_up']",NOT,,
48474,"['inciting', 'violence', 'towards', 'trump', 'supporters', 'lists', 'targeted', 'antifa']",OFF,TIN,GRP
35384,"['nobody', 'bitter', 'women', 'know', 'worth', 'spending', 'life', 'upgrading', 'somebody', 'son', 'actually', 'living', 'becoming', 'best', 'versions', 'go', 'look', 'cute', 'maid', 'outfit', 'like', 'always']",OFF,TIN,GRP
11746,"['poorly', 'worded', 'talking', 'actual', 'shooting', 'means', 'aftermath', 'gun', 'control', 'aspect']",OFF,TIN,GRP
90460,"['witness', 'protection', 'wish', 'cow', 'mobile', 'phone', 'could', 'call', 'cows', 'share', 'escape', 'govegan']",OFF,TIN,IND
77539,"['liberals', 'dangerous', 'say', 'anything', 'push', 'agenda', 'victims', 'judge', 'kavanaugh', 'wife', 'daughters']",NOT,,
46544,"['need', 'ladies', 'spread', 'pussy', 'cam', 'smiling_face_with_heart', 'eyes']",OFF,TIN,IND
56754,"['bullshit', 'rich', 'liberals', 'saying']",NOT,,
57446,"['wow', 'really', 'think', 'works', 'going', 'tell', 'wife', 'going', 'hell', 'lol']",OFF,TIN,IND
30412,"['still', 'batting']",OFF,TIN,OTH
51967,"['love', 'ya', 'girl', 'never', 'change', 'perfect', 'person_raising_hand', 'rose', 'kiss_mark']",NOT,,
84656,"['liberals', 'lowest']",NOT,,
91455,"['brennan', 'probably', 'wrote', 'nyt', 'op', 'ed']",NOT,,
94913,"['antifa', 'democrats', 'gon', 'na', 'pay', 'yuge', 'november', 'final', 'nail', 'coffin', 'fruitcake', 'trust', 'funded', 'fakenews', 'journalism']",OFF,TIN,IND
31525,"['let', 'get', 'right', 'mogg', 'attacked', 'accusing', 'profiting']",NOT,,
38725,"['boi', 'bts', 'members']",NOT,,
55300,"['paul', 'manafort', 'legit', 'trader', 'works', 'ed', 'trump', 'guess', 'big', 'deal', 'conspire', 'country', 'anymore', 'maga']",NOT,,
84653,"['exactly', 'think']",NOT,,
40726,"['sex', 'work']",NOT,,
88710,"['good', 'bitch', 'hood', 'missed', 'face_with_tears_of_joy', 'crazy', 'thing', 'saying', 'em', 'smoke', 'house', 'used', 'lit', 'everyday']",OFF,TIN,IND
43651,"['chelsea', 'freaking', 'beautiful', 'believe', 'skin', 'color', 'beautiful', 'live', 'aubree', 'great', 'little', 'lady']",NOT,,
21689,"['great', 'friend']",NOT,,
55014,"['year', 'mandatory', 'federal', 'sentence', 'crime', 'committed', 'gun', 'stop', 'gun', 'control', 'nonsense', 'punish', 'guilty', 'politician', 'today', 'support', 'gun', 'control', 'safe', 'zones', 'work', 'pols', 'want', 'less', 'crime', 'hot', 'air', 'url']",NOT,,
41215,"['nonsense', 'people', 'want', 'stricter', 'gun', 'control', 'laws', 'response', 'buy', 'guns', 'rational', 'debate']",NOT,,
15417,"['getting', 'predictable']",NOT,,
49291,"['hope', 'right', 'everyone', 'sake', 'want', 'voice', 'heard', 'often']",NOT,,
28150,"['dos', 'nra', 'california', 'lot', 'lots', 'worthless', 'gun', 'control', 'laws', 'already', 'gun', 'control', 'work', 'crazy', 'people', 'obey', 'law']",OFF,TIN,IND
90308,"['bitch', 'posted', 'kdksksks', 'hope', 'get', 'better', 'soon']",OFF,TIN,IND
65345,"['busy', 'maga', 'love', 'president', 'purple_heart', 'thumbs_up', 'United_States']",NOT,,
97781,"['glad', 'follow', 'great', 'trump', 'supporter']",NOT,,
40411,"['death', 'threats', 'police', 'complaint', 'forms', 'field', 'notes', 'police', 'recordings', 'sounds', 'like', 'antifa', 'staging', 'push', 'narrative', 'socialistdemocrats', 'url']",NOT,,
84372,"['anything', 'right', 'shadowed', 'florence', 'think', 'holding', 'till', 'storm']",NOT,,
51729,['amen'],NOT,,
35958,"['lol', 'escaped', 'shit', 'even', 'regret', 'watching', 'minute', 'loyalwolf']",OFF,UNT,
56689,"['know', 'never', 'seen', 'watch', 'benfica', 'games', 'takes', 'shit', 'new', 'level']",OFF,TIN,IND
68935,"['nothing', 'math']",NOT,,
75566,"['thanks', 'resistance', 'boycott', 'means', 'nessasary', 'losers', 'hollywood', 'msm', 'rinos', 'google', 'facebook', 'twitter', 'china', 'jack', 'black', 'haters', 'antifa', 'ruining', 'country', 'enough', 'need', 'wall']",NOT,,
87425,"['time', 'common', 'sense', 'conservatives', 'take', 'day', 'march', 'washington']",NOT,,
79048,"['even', 'suspended', 'absolute', 'game', 'changer', 'makeithappen']",NOT,,
37610,"['go', 'girl', 'god', 'bless', 'survivors', 'getting', 'young', 'people', 'vote', 'common', 'sense', 'gun', 'control']",NOT,,
99408,"['populism', 'political', 'ideas', 'activities', 'intended', 'get', 'support', 'ordinary', 'people', 'giving', 'want', 'cambridge', 'dictionary', 'yes', 'think', 'liberals', 'conservatives', 'must', 'unite', 'prevent', 'ordinary', 'people', 'getting', 'want', 'want', 'collusion', 'face_with_tears_of_joy']",NOT,,
40471,"['likely', 'forgot', 'mental', 'capacity', 'dropping', 'everyday', 'woman', 'fit', 'serve', 'longer', 'like', 'said', 'trump', 'remember', 'part', 'problems', 'solution', 'maga', 'url']",OFF,TIN,IND
62416,['reason'],NOT,,
51613,"['liberals', 'trumps', 'fault', 'thinking_face']",OFF,TIN,GRP
60933,"['next', 'tide', 'would', 'appropriate']",NOT,,
11519,"['following', 'tacozt', 'bit', 'sociopath', 'moron', 'lethal', 'combos']",OFF,UNT,
92684,"['democrat', 'love', 'great', 'country', 'standby', 'watch', 'liberal', 'arm', 'democratic', 'party', 'tries', 'destroy', 'everything', 'love', 'country', 'walkaway', 'actually', 'runaway', 'libshateamerica', 'commiessuck', 'maga', 'kag', 'everyone', 'United_States']",OFF,TIN,IND
28679,"['shameful', 'nra', 'spending', 'million', 'get', 'kavanaugh', 'installed', 'gun', 'control', 'pot', 'tea', 'url']",OFF,TIN,IND
14608,"['good', 'want', 'vote', 'want', 'see', 'corruption', 'matter', 'side', 'shame']",NOT,,
41642,"['good', 'democracy', 'overrated', 'read', 'hans', 'hermann', 'hoppe', 'democracy', 'god', 'failed']",OFF,TIN,OTH
48063,"['guess', 'u', 'looking', 'wrong', 'looking', 'wrong', 'thing', 'girl', 'walking', 'started', 'dating', 'yrs', 'physically', 'handicapped', 'still', 'w', 'sex', 'love', 'spirit']",NOT,,
52687,"['see', 'gun', 'control', 'need', 'leftist', 'liberal', 'control', 'guns', 'kill', 'people', 'idiotic', 'immoral', 'leftists', 'liberalismisamentaldisorder', 'demsaredangerous', 'walkaway']",OFF,TIN,OTH
91332,"['oh', 'yes', 'smiling_face_with_sunglasses']",NOT,,
60568,"['conservatives', 'x', 'funnier', 'liberals']",NOT,,
27099,"['think', 'done', 'kavanaugh', 'family', 'throw', 'crap', 'back', 'nothing', 'stall', 'tactic', 'liberals', 'would', 'fight', 'anyone', 'appointed']",NOT,,
78450,"['face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'yeah', 'peaceful', 'right', 'well', 'know', 'right', 'counter', 'protests', 'unlike', 'fascist', 'antifa', 'k', 'counted', 'dianne', 'abbott']",OFF,UNT,
77312,"['maga', 'make', 'alcatraz', 'great']",NOT,,
73638,"['pit', 'bull', 'debate', 'like', 'gun', 'control', 'pit', 'bull', 'kills', 'someone', 'comes', 'pictures', 'loving', 'pit', 'gun', 'kill', 'someone', 'guns', 'never', 'killed', 'anyone']",NOT,,
83162,"['plan', 'next', 'summer', 'actually', 'need', 'shade', 'thinking', 'could', 'fun', 'side', 'project']",NOT,,
49383,"['sis', 'mandys', 'nose', 'havin', 'ass', 'grim', 'adventures', 'billy', 'mandy', 'smell', 'shit', 'wheeew', 'url']",OFF,TIN,IND
26821,"['investigate', 'antifa', 'connections', 'nazis']",NOT,,
49307,"['conservatives', 'standing', 'dumpster', 'unconstitutional', 'illegal', 'activities', 'complicit', 'henceforth', 'supporting', 'tangerine', 'toddler', 'policies', 'actions', 'ffs', 'americans', 'party', 'loyalists', 'else', 'lose']",NOT,,
94063,"['oh', 'kyle', 'since', 'one', 'many', 'adoptive', 'dads']",NOT,,
76917,"['liberals', 'live', 'real', 'world']",NOT,,
89284,"['living', 'nickname', 'tonight', 'fucking', 'nightmare', 'ufc']",OFF,TIN,OTH
16734,"['happy', 'liberals']",NOT,,
41416,"['wonder', 'liberals', 'messed', 'watching', 'supporting', 'trash', 'tv']",NOT,,
38163,"['gift', 'wrapped_gift', 'keeps', 'giving', 'conservatives', 'love']",NOT,,
95675,['yh'],NOT,,
64411,"['option', 'save', 'country', 'heart_suit', 'United_States', 'star', 'United_States', 'star', 'United_States', 'heart_suit', 'never', 'stop', 'fighting', 'heart_suit', 'vote', 'maga', 'red', 'heart_suit', 'url']",NOT,,
39166,"['dividing', 'us', 'longer', 'working', 'hollyweird', 'demoncraps', 'liberals', 'race', 'card', 'longer', 'helping', 'zipper', 'mouth_face', 'snowflake', 'lying_face', 'nauseated_face', 'smiling_face_with_horns']",NOT,,
12987,"['tells', 'us', 'unserious', 'attention', 'seeker', 'url', 'iphone']",OFF,TIN,IND
15145,"['mom', 'says', 'finish', 'antifa', 'posters', 'get', 'upstairs', 'dinner', 'ready']",NOT,,
13087,"['think', 'countries', 'following', 'maga', 'grinning_face', 'people', 'sick', 'overrun', 'pay']",OFF,UNT,
48421,"['bring', 'great', 'point', 'morons', 'really', 'look', 'life', 'like', 'movies', 'gun', 'control', 'debate', 'time', 'seriously', 'think', 'shootout', 'bad', 'guy', 'never', 'hurt', 'bystanders', 'want', 'arm', 'teachers', 'idiots']",OFF,TIN,GRP
63808,"['yeah', 'series', 'books', 'got', 'sword', 'art', 'online', 'novels', 'mangas']",NOT,,
13245,['good'],NOT,,
15069,"['described', 'antifa', 'black', 'block', 'well', 'democrats', 'big', 'tech', 'defend', 'fascists']",NOT,,
35308,"['hahahahahaha', 'said', 'idiot', 'handed', 'billions', 'iranians', 'likely', 'worst', 'deal', 'history', 'us', 'foreign', 'policy', 'poster', 'child', 'someone', 'qualified', 'job']",OFF,TIN,IND
55842,"['people', 'worst', 'kind', 'criminal', 'playing', 'emotions', 'base', 'fueling', 'hatred', 'country', 'insane', 'rhetoric', 'playing', 'constant', 'mind', 'games', 'cause', 'anger', 'helping', 'cause', 'liberals', 'catching']",OFF,TIN,OTH
15554,"['antifa', 'sign', 'anything', 'paid', 'enough']",NOT,,
67296,"['maga', 'great', 'thing', 'hurricane', 'florence', 'hear', 'bionic', 'woman', 'amazing', 'memory', 'talk', 'party', 'million', 'years', 'ago', 'url']",NOT,,
84775,"['let', 'come', 'dc', 'testify', 'safely', 'surrounded', 'dnc', 'street', 'army', 'antifa', 'even', 'let', 'wear', 'cute', 'black', 'masks', 'way', 'americans', 'see', 'diversity', 'democrat', 'party', 'protect', 'good']",OFF,TIN,GRP
30264,"['lost', 'focused', 'opponent', 'lose', 'serena', 'losing', 'never', 'losing', 'last', 'point', 'say', 'screamed', 'loud', 'use', 'word', 'defended', 'integrity']",NOT,,
65148,['nice'],NOT,,
67852,"['okay', 'violent', 'liberal', 'antifa', 'kkk', 'hoods', 'beating', 'strangers', 'know', 'nothing']",OFF,TIN,IND
43569,"['made', 'wife', 'take', 'egghead', 'bible', 'challenge', 'two', 'kids', 'obviously', 'obnoxious', 'loop', 'shit', 'isnt', 'phasing']",OFF,UNT,
71717,"['liberals', 'democrats', 'psychopaths', 'yep', 'something', 'wrong', 'face_with_monocle', 'Nigeria']",OFF,TIN,GRP
28265,"['congratulations', 'thank', 'role', 'model', 'many', 'young', 'conservatives', 'conservative', 'movement', 'can', 'not', 'thanknyou', 'enough', 'thank', 'everything', 'taught', 'url']",NOT,,
88106,"['removable', 'magazines', 'still', 'problem', 'limiting', 'high', 'cap', 'mags', 'another', 'bit', 'gun', 'control', 'legislation', 'needed', 'curb', 'health', 'problem', 'country']",NOT,,
59633,"['ask', 'liberals', 'seemingly', 'forgotten', 'war', 'criminal']",OFF,TIN,IND
76974,"['hmm', 'cats', 'dogs', 'raised', 'food', 'understand', 'saying', 'smiling_face_with_smiling_eyes']",NOT,,
45078,"['believe', 'replaced', 'american', 'flag', 'antifa', 'flag']",OFF,TIN,OTH
44787,['bomb'],NOT,,
93493,"['would', 'starfleet', 'antifa', 'witness', 'rip']",NOT,,
15222,"['lies', 'keep', 'hearing', 'everyday', 'sigh', 'inhales', 'im', 'tired', 'putting', 'ppl', 'dont', 'see', 'beautiful', 'bestfriend', 'problem', 'beautiful', 'ive', 'seen', 'place', 'tell', 'beautiful', 'accept', 'nothing', 'less', 'face_with_steam_from_nose']",OFF,UNT,
94425,"['believe', 'erick', 'erickson', 'exists', 'believe', 'democrat', 'pr', 'firm', 'creating', 'republican', 'persona', 'say', 'idiotic', 'things', 'discredit', 'conservatives']",OFF,TIN,IND
86725,"['know', 'really', 'care', 'rich', 'dude', 'probably', 'hates', 'president', 'country']",OFF,TIN,IND
13269,['phinnaly'],NOT,,
26435,"['teach', 'grown', 'sons', 'theres', 'winners', 'losers', 'see', 'serena', 'temper', 'tantrums', 'democrat', 'lol']",OFF,TIN,IND
86557,"['step', 'approach', 'fascist', 'behind', 'see', 'two', 'problems', 'first', 'would', 'require', 'antifa', 'member', 'recognize', 'projection']",NOT,,
21628,"['makes', 'sense', 'wondering', 'around', 'omg', 'thinking', 'becoming', 'local', 'needs', 'head', 'back', 'make', 'album', 'stressing']",NOT,,
24282,"['shooting', 'usa', 'common', 'one', 'talking', 'gun', 'control']",OFF,TIN,OTH
34858,"['liberals', 'like', 'url']",NOT,,
36206,"['please', 'stop', 'making', 'easy', 'right', 'wing', 'conservatards', 'mock', 'us', 'left', 'nothelping']",OFF,TIN,IND
45643,"['looks', 'like', 'jokes', 'liberals', 'forttrump', 'poland', 'boomingeconomy', 'url']",NOT,,
50805,"['think', 'gravely', 'mistaken', 'blame', 'rise', 'fascism', 'collective', 'struggle', 'black', 'people', 'politics', 'identity', 'politics', 'nobodies', 'freedom', 'priority', 'capitalism', 'multiple', 'axis', 'exploitation', 'ignore', 'one', 'fail']",NOT,,
10057,"['team', 'even', 'know', 'ass']",OFF,TIN,IND
70336,"['suggest', 'using', 'handcuffs', 'remove']",OFF,TIN,IND
11650,"['obama', 'wall', 'keep', 'terrorists', 'away', 'obama', 'gun', 'control', 'prevent', 'killings', 'criminals', 'terrorists', 'walkaway']",OFF,TIN,GRP
54987,"['republicans', 'conservatives', 'disgusting', 'people']",OFF,TIN,OTH
30811,"['antifa', 'bs', 'average', 'americans', 'see', 'news', 'repulsed', 'antics']",OFF,TIN,GRP
15277,"['nope', 'lived', 'middle', 'country', 'civil', 'war', 'gunfire', 'see', 'antifa', 'hitting', 'elderly', 'children', 'passing', 'one', 'rallies']",NOT,,
59149,"['funny', 'want', 'gun', 'control', 'partner', 'snoop', 'dog', 'thinking_face']",NOT,,
25207,"['seek', 'answers', 'leadership', 'country', 'new', 'south', 'africa', 'mr', 'president', 'leader', 'surely', 'make', 'example', 'tired']",NOT,,
71668,"['love', 'much', 'yoongi', 'reason', 'could', 'happy', 'day', 'youre', 'smile', 'beautiful', 'think', 'ever', 'see', 'hold', 'life', 'smiling_face_with_heart', 'eyes', 'face_blowing_a_kiss', 'purple_heart', 'url']",NOT,,
15421,"['schumer', 'also', 'wanted', 'irs', 'go', 'conservatives', 'tea', 'party', 'organizations', 'obama', 'administration', 'chucky', 'clown', 'wants', 'president', 'trump', 'impeached', 'stop', 'voting', 'democrats', 'tell', 'chuck', 'confirm', 'nominees', 'still', 'waiting', 'job']",NOT,,
48576,"['happy', 'birthday', 'namjoon', 'thank', 'always', 'sharing', 'thoughts', 'feelings', 'us', 'beautiful', 'person', 'beautiful', 'mind', 'heart', 'purple_heart', 'sparkles', 'Aries', 'url']",NOT,,
89450,"['law', 'pass', 'get', 'people', 'ignore', 'laws', 'obey', 'murderer', 'ignores', 'ton', 'laws', 'somehow', 'obey', 'gun', 'control', 'laws']",NOT,,
41920,"['opinion', 'feminist']",NOT,,
57122,"['monte', 'mcnaughton', 'accused', 'government', 'failing', 'uphold', 'rule', 'law', 'sided', 'campers', 'indigenous', 'group', 'surely', 'equally', 'concerned', 'government', 'trying', 'rig', 'election', 'pick', 'choose', 'subject', 'rule', 'law']",NOT,,
38473,"['hope', 'great', 'day', 'honey', 'wait', 'talk', 'grinning_face_with_big_eyes', 'love', 'two_hearts', 'face_blowing_a_kiss']",NOT,,
32941,"['get', 'milk', 'cookies']",NOT,,
62929,"['talking', 'idiot', 'liberals', 'mental', 'disorder', 'book', 'liberal', 'mind', 'psychological', 'causes', 'political', 'madness', 'dr', 'rossiter', 'exposes', 'ideology', 'motivating', 'liberals', 'actually', 'mental', 'disorder', 'read', 'url']",OFF,TIN,IND
46107,"['great', 'job', 'electing', 'terrible', 'job', 'sent', 'congress', 'support', 'conservatives', 'left', 'frustrated', 'congress', 'passes', 'big', 'spending', 'bills', 'url']",NOT,,
26606,"['god', 'maga', 'block', 'buhbye']",NOT,,
34965,"['apart', 'fact', 'lib', 'dems', 'coalition', 'brexit', 'would', 'never', 'happened', 'moderating', 'force', 'conservatives', 'lib', 'dems', 'would', 'meant', 'brexit']",NOT,,
47818,"['democrats', 'would', 'love', 'see', 'mob', 'rule', 'like', 'antifa']",NOT,,
92488,"['woman_facepalming_medium', 'dark_skin_tone', 'dead', 'ass', 'serious', 'smdh']",NOT,,
20490,"['gt', 'comments', 'negative', 'slamming', 'chris', 'hayes', 'promoting', 'vote', 'suppression', 'via', 'michael', 'love', 'rapist', 'putin', 'puppet', 'assange', 'moore', 'latest', 'kill', 'dems', 'movie', 'town', 'hall', 'women', 'repro', 'rights', 'gun', 'control', 'eve', 'kavanaugh', 'vote', 'instead', 'url']",OFF,TIN,IND
10376,"['boner', 'lived', 'real', 'world', 'years']",NOT,,
63865,"['candidate', 'governor', 'friends', 'individual', 'supports', 'antifa', 'trump', 'maga', 'syria', 'israel', 'alternativefacts', 'walkaway', 'walkawayfromdemocrats', 'liberalismisamentaldisease', 'news', 'kavanaugh', 'sugardaddyneeded', 'democratic', 'socialists', 'taxpayers', 'working', 'families', 'url']",NOT,,
21811,"['say', 'kind', 'woman', 'quran', 'would', 'say', 'kind', 'woman']",NOT,,
87307,"['products', 'cause', 'dandruff', 'kc', 'one', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']",NOT,,
33060,"['men', 'senators', 'allow', 'citizens', 'question', 'accuser', 'citizens', 'women', 'conservatives', 'love', 'america', 'fairness']",NOT,,
47156,"['sop', 'conservatives', 'defend', 'every', 'republican', 'fully', 'matter', 'seriousness', 'charge', 'evidence', 'demand', 'every', 'democrat', 'resign', 'matter']",NOT,,
94776,"['actually', 'since', 'believe', 'blindly', 'want', 'believe', 'would', 'learned', 'free', 'speech', 'symbol', 'due', 'social', 'media', 'platforms', 'censoring', 'conservatives', 'shows', 'censored', 'know', 'care', 'bet', 'censored', 'would']",NOT,,
54567,"['serena', 'upset', 'losing', 'upset', 'penalty', 'given', 'men', 'tennis', 'action', 'penalized']",NOT,,
24069,"['running', 'away', 'truth', 'yet', 'using', 'childish', 'language', 'provide', 'competent', 'argument', 'justifying', 'brexit', 'even', 'prove', 'russian', 'algorithm', 'designed', 'disrupt', 'britain', 'society', 'economy']",NOT,,
79808,"['va', 'voters', 'accept', 'congresswoman', 'stands', 'nra', 'shooting', 'shooting', 'devastates', 'communities', 'across', 'country', 'need', 'common', 'sense', 'gun', 'safety', 'laws', 'need', 'url']",NOT,,
24558,"['cause', 'got', 'shot', 'clearly', 'mvp', 'needed', 'course', 'use', 'fighting']",NOT,,
23902,"['first', 'time', 'expressed', 'dismissive', 'attitude', 'toward', 'public', 'outcry', 'votes', 'people', 'factor', 'vote', 'ass', 'office', 'years', 'think', 'toast']",OFF,TIN,IND
20223,"['say', 'big', 'tech', 'biased', 'give', 'break', 'wake', 'people']",NOT,,
81416,"['know', 'sound', 'hot', 'video', 'lol']",NOT,,
81662,"['oh', 'god', 'joking', 'right', 'hours', 'officers', 'fire', 'work', 'sometimes', 'back', 'back', 'hours', 'give', 'break']",NOT,,
45604,"['recall', 'said', 'moss', 'patriots', 'got', 'even', 'remember', 'years', 'gordon', 'isnt', 'hall', 'famer', 'name', 'th', 'rounder', 'good', 'today']",NOT,,
